tenure,0
1,61.99021207177814
2,51.680672268907564
3,47.0
4,47.15909090909091
5,48.1203007518797
6,36.36363636363637
7,38.93129770992366
8,34.146341463414636
9,38.65546218487395
10,38.793103448275865
11,31.31313131313131
12,32.47863247863248
13,34.862385321100916
14,31.57894736842105
15,37.37373737373738
16,35.0
17,29.885057471264368
18,24.742268041237114
19,26.027397260273972
20,25.35211267605634
21,26.984126984126984
22,30.0
23,15.294117647058824
24,24.46808510638298
25,29.11392405063291
26,18.9873417721519
27,18.055555555555557
28,21.05263157894737
29,20.833333333333332
30,22.22222222222222
31,24.615384615384617
32,27.536231884057973
33,21.875
34,18.46153846153846
35,17.045454545454547
36,20.0
37,23.076923076923077
38,22.033898305084747
39,25.0
40,20.3125
41,20.0
42,21.53846153846154
43,23.076923076923077
44,11.764705882352942
45,9.836065573770492
46,16.216216216216218
47,20.58823529411765
48,14.0625
49,22.727272727272727
50,14.705882352941176
51,11.764705882352942
52,10.0
53,20.0
54,19.11764705882353
55,14.0625
56,12.5
57,12.307692307692308
58,16.417910447761194
59,13.333333333333334
60,7.894736842105263
61,10.526315789473685
62,7.142857142857143
63,5.555555555555555
64,5.0
65,11.842105263157896
66,14.606741573033707
67,10.204081632653061
68,9.0
69,8.421052631578947
70,9.243697478991596
71,3.5294117647058822
72,1.6574585635359116
